,alexa_rank,default_port,domain_age_days,domain_tokens,file_extension,fragment,host,host_len,ips,malicious_url,mxhosts,num_domain_tokens,num_path_tokens,path,path_len,path_tokens,port,query,registered_domain,scheme,tld,url,url_len,alexa_result,age_result,host_len_res,file_ext_result,tld_result,ip_result,geo_result,domain_result,total
1927,451888,80,113,"['www', 'filesdocss', 'hostreo', 'com']",php,,www.filesdocss.hostreo.com,26,"[{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]",1,"[{'mxhost': 'mx1.googiehost.com', 'ips': [{'geo': 'US', 'ip': '31.170.163.242', 'type': 'A'}]}]",4,1,/default.php,12,['default.php'],80,,hostreo.com,http,com,http://www.filesdocss.hostreo.com/default.php,45,1,1,0,0,0,0,0,0,2
1928,55,80,957,"['cnnphotos', 'blogs', 'cnn', 'com']",,,cnnphotos.blogs.cnn.com,23,"[{'geo': 'US', 'ip': '76.74.255.123', 'type': 'A'}, {'geo': 'US', 'ip': '76.74.255.117', 'type': 'A'}, {'geo': 'US', 'ip': '66.155.11.244', 'type': 'A'}, {'geo': 'US', 'ip': '66.155.9.244', 'type': 'A'}, {'geo': 'US', 'ip': '192.0.83.250', 'type': 'A'}, {'geo': 'US', 'ip': '192.0.82.250', 'type': 'A'}]",0,"[{'mxhost': 'lonmail1.turner.com', 'ips': [{'geo': 'GB', 'ip': '157.166.216.142', 'type': 'A'}]}, {'mxhost': 'nycmail1.turner.com', 'ips': [{'geo': 'US', 'ip': '157.166.157.8', 'type': 'A'}]}, {'mxhost': 'nycmail2.turner.com', 'ips': [{'geo': 'US', 'ip': '157.166.157.10', 'type': 'A'}]}, {'mxhost': 'atlmail3.turner.com', 'ips': [{'geo': 'US', 'ip': '157.166.168.181', 'type': 'A'}]}, {'mxhost': 'atlmail5.turner.com', 'ips': [{'geo': 'US', 'ip': '157.166.165.14', 'type': 'A'}]}]",4,2,/feed/,6,"['feed', '']",80,,cnn.com,http,com,http://cnnphotos.blogs.cnn.com/feed/,36,0,0,0,0,0,0,0,0,0
1929,14,80,5647,"['upload', 'move', 'blog', 'sina', 'com', 'cn']",php,,upload.move.blog.sina.com.cn,28,"[{'geo': 'CN', 'ip': '202.108.7.223', 'type': 'A'}]",0,"[{'mxhost': 'freemx.sinamail.sina.com.cn', 'ips': [{'geo': 'CN', 'ip': '202.108.7.19', 'type': 'A'}]}, {'mxhost': 'freemx1.sinamail.sina.com.cn', 'ips': [{'geo': 'CN', 'ip': '202.108.7.19', 'type': 'A'}]}, {'mxhost': 'freemx2.sinamail.sina.com.cn', 'ips': [{'geo': 'CN', 'ip': '218.30.115.106', 'type': 'A'}]}, {'mxhost': 'freemx3.sinamail.sina.com.cn', 'ips': [{'geo': 'CN', 'ip': '60.28.2.248', 'type': 'A'}]}]",6,3,/blog_rebuild/blog/xmlrpc.php,29,"['blog_rebuild', 'blog', 'xmlrpc.php']",80,,sina.com.cn,http,cn,http://upload.move.blog.sina.com.cn/blog_rebuild/blog/xmlrpc.php,64,0,0,0,0,0,0,0,0,0
1930,0,80,1066,"['distilleryimage3', 's3', 'amazonaws', 'com']",mp4,,distilleryimage3.s3.amazonaws.com,33,"[{'geo': 'NL', 'ip': '176.32.102.97', 'type': 'A'}]",0,NA,4,1,/de3a3c8a364111e3932d22000a9e5ae0_102.mp4,41,['de3a3c8a364111e3932d22000a9e5ae0_102.mp4'],80,,distilleryimage3.s3.amazonaws.com,http,com,http://distilleryimage3.s3.amazonaws.com/de3a3c8a364111e3932d22000a9e5ae0_102.mp4,81,0,0,0,0,0,0,0,0,0
1931,0,443,596,"['zwweibo', 'cn']",html,,zwweibo.cn,10,"[{'geo': 'CN', 'ip': '219.234.88.31', 'type': 'A'}]",0,"[{'mxhost': 'mx.mail.ym.163.com', 'ips': [{'geo': 'CN', 'ip': '123.58.178.52', 'type': 'A'}, {'geo': 'CN', 'ip': '123.58.178.60', 'type': 'A'}, {'geo': 'CN', 'ip': '123.58.178.105', 'type': 'A'}, {'geo': 'CN', 'ip': '123.58.178.51', 'type': 'A'}]}]",2,1,/index.html,11,['index.html'],443,,zwweibo.cn,https,cn,https://zwweibo.cn/index.html,29,0,0,0,0,0,0,0,0,0
1932,0,80,26,"['www', '3dimprimante', 'ro']",,,www.3dimprimante.ro,19,"[{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]",1,"[{'mxhost': '3dimprimante.ro', 'ips': [{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]}]",3,9,/wp-content/plugins/stats/languages/internetbank.swedbank.se/internetbank.swedbank.se/idp/identifieringidp/,107,"['wp-content', 'plugins', 'stats', 'languages', 'internetbank.swedbank.se', 'internetbank.swedbank.se', 'idp', 'identifieringidp', '']",80,,3dimprimante.ro,http,ro,http://www.3dimprimante.ro/wp-content/plugins/stats/languages/internetbank.swedbank.se/internetbank.swedbank.se/idp/identifieringidp/,133,0,1,0,0,1,0,0,0,2
1933,0,80,31,"['www', 'anulare-filtru-particule', 'ro']",,,www.anulare-filtru-particule.ro,31,"[{'geo': None, 'ip': '93.114.42.17', 'type': 'A'}]",1,"[{'mxhost': 'anulare-filtru-particule.ro', 'ips': [{'geo': None, 'ip': '93.114.42.17', 'type': 'A'}]}]",3,2,/googledoc/,11,"['googledoc', '']",80,,anulare-filtru-particule.ro,http,ro,http://www.anulare-filtru-particule.ro/googledoc/,49,0,1,0,0,1,0,0,0,2
1934,0,80,72,"['www', 'rammemann', 'no']",,,www.rammemann.no,16,"[{'geo': 'DK', 'ip': '195.128.174.136', 'type': 'A'}]",1,"[{'mxhost': 'mail.rammemann.no', 'ips': [{'geo': 'DK', 'ip': '195.128.174.80', 'type': 'A'}]}]",3,7,/images/resized/cache/thumbs/Ch/AppleAt/d8ba0b1bbbba29716fc2008eb3e387b5,72,"['images', 'resized', 'cache', 'thumbs', 'Ch', 'AppleAt', 'd8ba0b1bbbba29716fc2008eb3e387b5']",80,,rammemann.no,http,no,http://www.rammemann.no/images/resized/cache/thumbs/Ch/AppleAt/d8ba0b1bbbba29716fc2008eb3e387b5,95,0,1,0,0,1,0,0,0,2
1935,48,443,941,"['reportaproblem', 'apple', 'com']",html,,reportaproblem.apple.com,24,"[{'geo': 'US', 'ip': '17.154.66.115', 'type': 'A'}, {'geo': 'US', 'ip': '17.154.66.114', 'type': 'A'}, {'geo': 'US', 'ip': '17.154.66.113', 'type': 'A'}, {'geo': 'US', 'ip': '17.154.66.112', 'type': 'A'}, {'geo': 'US', 'ip': '17.154.66.118', 'type': 'A'}, {'geo': 'US', 'ip': '17.154.66.117', 'type': 'A'}, {'geo': 'US', 'ip': '17.154.66.116', 'type': 'A'}]",0,"[{'mxhost': 'mail-in25.apple.com', 'ips': [{'geo': 'US', 'ip': '17.171.2.25', 'type': 'A'}]}, {'mxhost': 'mail-in100.apple.com', 'ips': [{'geo': 'US', 'ip': '17.151.62.23', 'type': 'A'}]}, {'mxhost': 'mail-in2.apple.com', 'ips': [{'geo': 'US', 'ip': '17.151.62.17', 'type': 'A'}]}, {'mxhost': 'mail-in4.apple.com', 'ips': [{'geo': 'US', 'ip': '17.151.62.18', 'type': 'A'}]}, {'mxhost': 'mail-in5.apple.com', 'ips': [{'geo': 'US', 'ip': '17.151.62.19', 'type': 'A'}]}, {'mxhost': 'mail-in6.apple.com', 'ips': [{'geo': 'US', 'ip': '17.151.62.21', 'type': 'A'}]}, {'mxhost': 'mail-in7.apple.com', 'ips': [{'geo': 'US', 'ip': '17.151.62.22', 'type': 'A'}]}, {'mxhost': 'mail-in21.apple.com', 'ips': [{'geo': 'US', 'ip': '17.171.2.21', 'type': 'A'}]}, {'mxhost': 'mail-in22.apple.com', 'ips': [{'geo': 'US', 'ip': '17.171.2.22', 'type': 'A'}]}, {'mxhost': 'mail-in23.apple.com', 'ips': [{'geo': 'US', 'ip': '17.171.2.23', 'type': 'A'}]}, {'mxhost': 'mail-in24.apple.com', 'ips': [{'geo': 'US', 'ip': '17.171.2.24', 'type': 'A'}]}]",3,2,/error/unsupportedBrowser.html,30,"['error', 'unsupportedBrowser.html']",443,,apple.com,https,com,https://reportaproblem.apple.com/error/unsupportedBrowser.html,62,0,0,0,0,0,0,0,0,0
1936,0,80,25,"['faceb00kfun', 'tk']",html,,faceb00kfun.tk,14,"[{'geo': 'US', 'ip': '72.8.190.126', 'type': 'A'}, {'geo': 'US', 'ip': '72.8.190.39', 'type': 'A'}]",1,"[{'mxhost': 'mx-host.dot.tk', 'ips': [{'geo': 'US', 'ip': '216.75.44.103', 'type': 'A'}, {'geo': 'US', 'ip': '71.6.218.113', 'type': 'A'}, {'geo': 'US', 'ip': '209.126.220.134', 'type': 'A'}]}]",2,1,/ebay.html,10,['ebay.html'],80,,faceb00kfun.tk,http,tk,http://faceb00kfun.tk/ebay.html,31,0,1,0,0,1,0,0,0,2
1937,0,80,2281,"['www', 'boobsncurves', 'com']",,,www.boobsncurves.com,20,"[{'geo': 'GB', 'ip': '91.220.231.210', 'type': 'A'}]",0,"[{'mxhost': 'mail.boobsncurves.com', 'ips': [{'geo': 'GB', 'ip': '91.220.231.210', 'type': 'A'}]}]",3,1,/,1,[''],80,,boobsncurves.com,http,com,http://www.boobsncurves.com/,28,0,0,0,0,0,0,0,0,0
1938,1304,80,987,"['vip', '126', 'com']",,,vip.126.com,11,"[{'geo': 'CN', 'ip': '123.125.50.22', 'type': 'A'}]",0,"[{'mxhost': '126mx02.mxmail.netease.com', 'ips': [{'geo': 'CN', 'ip': '220.181.14.134', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.133', 'type': 'A'}]}, {'mxhost': '126mx00.mxmail.netease.com', 'ips': [{'geo': 'CN', 'ip': '123.125.50.119', 'type': 'A'}, {'geo': 'CN', 'ip': '123.125.50.118', 'type': 'A'}]}, {'mxhost': '126mx01.mxmail.netease.com', 'ips': [{'geo': 'CN', 'ip': '220.181.14.131', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.132', 'type': 'A'}]}]",3,1,/,1,[''],80,,126.com,http,com,http://vip.126.com/,19,0,0,0,0,0,0,0,0,0
1939,55,80,921,"['newsstream', 'blogs', 'cnn', 'com']",,,newsstream.blogs.cnn.com,24,"[{'geo': 'US', 'ip': '66.155.11.244', 'type': 'A'}, {'geo': 'US', 'ip': '66.155.9.244', 'type': 'A'}, {'geo': 'US', 'ip': '192.0.83.250', 'type': 'A'}, {'geo': 'US', 'ip': '192.0.82.250', 'type': 'A'}, {'geo': 'US', 'ip': '76.74.255.123', 'type': 'A'}, {'geo': 'US', 'ip': '76.74.255.117', 'type': 'A'}]",0,"[{'mxhost': 'atlmail3.turner.com', 'ips': [{'geo': 'US', 'ip': '157.166.168.181', 'type': 'A'}]}, {'mxhost': 'atlmail5.turner.com', 'ips': [{'geo': 'US', 'ip': '157.166.165.14', 'type': 'A'}]}, {'mxhost': 'lonmail1.turner.com', 'ips': [{'geo': 'GB', 'ip': '157.166.216.142', 'type': 'A'}]}, {'mxhost': 'nycmail1.turner.com', 'ips': [{'geo': 'US', 'ip': '157.166.157.8', 'type': 'A'}]}, {'mxhost': 'nycmail2.turner.com', 'ips': [{'geo': 'US', 'ip': '157.166.157.10', 'type': 'A'}]}]",4,1,/,1,[''],80,,cnn.com,http,com,http://newsstream.blogs.cnn.com/,32,0,0,0,0,0,0,0,0,0
1940,0,80,11,"['cabanon', 'bassas', 'net']",,,cabanon.bassas.net,18,"[{'geo': 'FR', 'ip': '88.190.253.248', 'type': 'A'}]",1,"[{'mxhost': 'mx.online.net', 'ips': [{'geo': 'FR', 'ip': '88.190.253.60', 'type': 'A'}]}, {'mxhost': 'mx-cache.online.net', 'ips': [{'geo': 'FR', 'ip': '88.190.253.61', 'type': 'A'}]}]",3,4,/catalog/slides/c164aece96f4128ff114869c4268f352/,49,"['catalog', 'slides', 'c164aece96f4128ff114869c4268f352', '']",80,,bassas.net,http,net,http://cabanon.bassas.net/catalog/slides/c164aece96f4128ff114869c4268f352/,74,0,1,0,0,0,0,0,0,1
1941,18,80,727,"['cnnac360', 'wordpress', 'com']",php,,cnnac360.wordpress.com,22,"[{'geo': 'US', 'ip': '66.155.11.244', 'type': 'A'}, {'geo': 'US', 'ip': '66.155.9.244', 'type': 'A'}, {'geo': 'US', 'ip': '192.0.83.250', 'type': 'A'}, {'geo': 'US', 'ip': '192.0.82.250', 'type': 'A'}, {'geo': 'US', 'ip': '76.74.255.123', 'type': 'A'}, {'geo': 'US', 'ip': '76.74.255.117', 'type': 'A'}]",0,"[{'mxhost': 'mail.automattic.com', 'ips': [{'geo': 'US', 'ip': '192.0.64.46', 'type': 'A'}]}]",3,1,/xmlrpc.php,11,['xmlrpc.php'],80,rsd,wordpress.com,http,com,http://cnnac360.wordpress.com/xmlrpc.php?rsd,44,0,0,0,0,0,0,0,0,0
1942,21534,80,978,"['cache', 'www', 'dqmp', 'jp']",js,,cache.www.dqmp.jp,17,"[{'geo': 'US', 'ip': '69.22.138.234', 'type': 'A'}, {'geo': 'US', 'ip': '69.22.138.168', 'type': 'A'}]",0,NA,4,3,/14042819/javascripts/jquery.min.js,35,"['14042819', 'javascripts', 'jquery.min.js']",80,,dqmp.jp,http,jp,http://cache.www.dqmp.jp/14042819/javascripts/jquery.min.js,59,0,0,0,0,0,0,0,0,0
1943,36,80,987,"['xn', 'house', '163', 'com']",,,xn.house.163.com,16,"[{'geo': 'CN', 'ip': '61.240.135.48', 'type': 'A'}, {'geo': 'CN', 'ip': '61.240.135.14', 'type': 'A'}, {'geo': 'CN', 'ip': '182.118.77.70', 'type': 'A'}, {'geo': 'CN', 'ip': '182.118.77.67', 'type': 'A'}, {'geo': 'CN', 'ip': '182.118.77.62', 'type': 'A'}, {'geo': 'CN', 'ip': '182.118.77.54', 'type': 'A'}, {'geo': 'CN', 'ip': '182.118.12.166', 'type': 'A'}, {'geo': 'CN', 'ip': '125.39.191.182', 'type': 'A'}, {'geo': 'CN', 'ip': '119.188.139.148', 'type': 'A'}, {'geo': 'CN', 'ip': '119.188.139.100', 'type': 'A'}]",0,"[{'mxhost': '163mx01.mxmail.netease.com', 'ips': [{'geo': 'CN', 'ip': '220.181.14.139', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.138', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.137', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.136', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.135', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.143', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.142', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.141', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.140', 'type': 'A'}]}, {'mxhost': '163mx02.mxmail.netease.com', 'ips': [{'geo': 'CN', 'ip': '220.181.14.154', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.150', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.149', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.148', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.147', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.146', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.145', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.144', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.155', 'type': 'A'}]}, {'mxhost': '163mx03.mxmail.netease.com', 'ips': [{'geo': 'CN', 'ip': '220.181.14.161', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.160', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.159', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.158', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.157', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.156', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.164', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.163', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.162', 'type': 'A'}]}, {'mxhost': '163mx00.mxmail.netease.com', 'ips': [{'geo': 'CN', 'ip': '123.125.50.140', 'type': 'A'}, {'geo': 'CN', 'ip': '123.125.50.139', 'type': 'A'}]}]",4,1,/,1,[''],80,,163.com,http,com,http://xn.house.163.com/,24,0,0,0,0,0,0,0,0,0
1944,750,80,3843,"['s', 'nownews', 'com']",js,,s.nownews.com,13,"[{'geo': 'TW', 'ip': '219.85.68.51', 'type': 'A'}]",0,"[{'mxhost': 'rt.nownews.com', 'ips': [{'geo': 'TW', 'ip': '124.219.23.21', 'type': 'A'}]}, {'mxhost': 'nowrelay.nownews.com', 'ips': [{'geo': 'TW', 'ip': '219.85.68.126', 'type': 'A'}]}, {'mxhost': 'mail.chut.com.tw', 'ips': [{'geo': 'TW', 'ip': '61.67.114.200', 'type': 'A'}]}]",3,3,/w/js/m.js,10,"['w', 'js', 'm.js']",80,f=13,nownews.com,http,com,http://s.nownews.com/w/js/m.js?f=13,35,0,0,0,0,0,0,0,0,0
1945,321733,443,57,"['raha', 'com']",,,raha.com,8,"[{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]",1,"[{'mxhost': 'mx.raha.com', 'ips': [{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]}, {'mxhost': 'mx2.raha.com', 'ips': [{'geo': 'TZ', 'ip': '196.41.32.15', 'type': 'A'}]}, {'mxhost': 'mail.raha.com', 'ips': [{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]}]",2,4,/slides/team/paypall.update/,28,"['slides', 'team', 'paypall.update', '']",443,,raha.com,https,com,https://raha.com/slides/team/paypall.update/,44,1,1,0,0,0,0,0,0,2
1946,616,80,3387,"['tabelog', 'com']",,,tabelog.com,11,"[{'geo': 'JP', 'ip': '203.183.102.137', 'type': 'A'}]",0,"[{'mxhost': 'mx.securemx.jp', 'ips': [{'geo': 'JP', 'ip': '210.130.202.122', 'type': 'A'}, {'geo': 'JP', 'ip': '210.130.202.123', 'type': 'A'}]}]",2,1,/,1,[''],80,,tabelog.com,http,com,http://tabelog.com/,19,0,0,0,0,0,0,0,0,0
1947,31969,443,3018,"['open', 'login', 'yahooapis', 'com']",,,open.login.yahooapis.com,24,"[{'geo': 'US', 'ip': '98.136.189.41', 'type': 'A'}]",0,"[{'mxhost': '', 'ips': None}]",4,3,/openid/op/auth,15,"['openid', 'op', 'auth']",443,,yahooapis.com,https,com,https://open.login.yahooapis.com/openid/op/auth,47,0,0,0,0,0,0,0,0,0
1948,19,80,1073,"['domestic', 'travel', 'yahoo', 'co', 'jp']",,,domestic.travel.yahoo.co.jp,27,"[{'geo': 'JP', 'ip': '124.83.241.188', 'type': 'A'}]",0,"[{'mxhost': 'mx2.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '183.79.57.238', 'type': 'A'}, {'geo': 'JP', 'ip': '114.111.99.248', 'type': 'A'}]}, {'mxhost': 'mx3.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '183.79.57.237', 'type': 'A'}, {'geo': 'JP', 'ip': '183.79.29.240', 'type': 'A'}]}, {'mxhost': 'mx5.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '183.79.29.238', 'type': 'A'}, {'geo': 'JP', 'ip': '183.79.57.236', 'type': 'A'}]}, {'mxhost': 'mx1.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '183.79.29.234', 'type': 'A'}, {'geo': 'JP', 'ip': '114.111.99.224', 'type': 'A'}]}]",5,3,/tif/onsen/,11,"['tif', 'onsen', '']",80,,yahoo.co.jp,http,jp,http://domestic.travel.yahoo.co.jp/tif/onsen/,45,0,0,0,0,0,0,0,0,0
1949,5687,80,1021,"['www', 'miibeian', 'gov', 'cn']",,,www.miibeian.gov.cn,19,"[{'geo': 'CN', 'ip': '112.25.16.68', 'type': 'A'}, {'geo': 'CN', 'ip': '180.96.20.133', 'type': 'A'}]",0,"[{'mxhost': 'mail1.miibeian.gov.cn', 'ips': [{'geo': 'CN', 'ip': '219.143.225.38', 'type': 'A'}]}, {'mxhost': 'mail.miibeian.gov.cn', 'ips': [{'geo': 'CN', 'ip': '219.143.225.39', 'type': 'A'}, {'geo': 'CN', 'ip': '219.143.225.38', 'type': 'A'}]}]",4,1,/,1,[''],80,,miibeian.gov.cn,http,cn,http://www.miibeian.gov.cn/,27,0,0,0,0,0,0,0,0,0
1950,63645,80,3431,"['i', 'forbesimg', 'com']",js,,i.forbesimg.com,15,"[{'geo': 'US', 'ip': '184.84.183.227', 'type': 'A'}, {'geo': 'US', 'ip': '184.84.183.194', 'type': 'A'}]",0,NA,3,4,/scripts/combined/js/global.1e024c78e90d0ad02f8aaff80ac5b3eae0357d77.js,71,"['scripts', 'combined', 'js', 'global.1e024c78e90d0ad02f8aaff80ac5b3eae0357d77.js']",80,,forbesimg.com,http,com,http://i.forbesimg.com/scripts/combined/js/global.1e024c78e90d0ad02f8aaff80ac5b3eae0357d77.js,93,0,0,0,0,0,0,0,0,0
1951,18,80,727,"['24problems', 'wordpress', 'com']",xml,,24problems.wordpress.com,24,"[{'geo': 'US', 'ip': '76.74.254.120', 'type': 'A'}, {'geo': 'US', 'ip': '66.155.11.238', 'type': 'A'}, {'geo': 'US', 'ip': '66.155.9.238', 'type': 'A'}, {'geo': 'US', 'ip': '192.0.81.250', 'type': 'A'}, {'geo': 'US', 'ip': '192.0.80.250', 'type': 'A'}, {'geo': 'US', 'ip': '76.74.254.123', 'type': 'A'}]",0,"[{'mxhost': 'mail.automattic.com', 'ips': [{'geo': 'US', 'ip': '192.0.64.46', 'type': 'A'}]}]",3,2,/wp-includes/wlwmanifest.xml,28,"['wp-includes', 'wlwmanifest.xml']",80,,wordpress.com,http,com,http://24problems.wordpress.com/wp-includes/wlwmanifest.xml,59,0,0,0,0,0,0,0,0,0
1952,0,80,49,"['www', 'eveco', 'at']",php,,www.eveco.at,12,"[{'geo': 'AT', 'ip': '80.75.252.52', 'type': 'A'}]",1,"[{'mxhost': 'mailgate.stone-rich.at', 'ips': [{'geo': 'AT', 'ip': '80.75.240.59', 'type': 'A'}, {'geo': 'AT', 'ip': '80.75.240.60', 'type': 'A'}]}]",3,7,/https%3A/www.paypal.com/fr/webapps/webscr%3D_login-done/89e9b31be373facfbf397774cb90de3f/scr.php,97,"['https:', 'www.paypal.com', 'fr', 'webapps', 'webscr=_login-done', '89e9b31be373facfbf397774cb90de3f', 'scr.php']",80,,eveco.at,http,at,http://www.eveco.at/https%3A/www.paypal.com/fr/webapps/webscr%3D_login-done/89e9b31be373facfbf397774cb90de3f/scr.php,116,0,1,0,0,0,0,0,0,1
1953,36,80,987,"['ts', 'house', '163', 'com']",,,ts.house.163.com,16,"[{'geo': 'CN', 'ip': '182.118.77.62', 'type': 'A'}, {'geo': 'CN', 'ip': '182.118.77.54', 'type': 'A'}, {'geo': 'CN', 'ip': '182.118.12.166', 'type': 'A'}, {'geo': 'CN', 'ip': '125.39.191.182', 'type': 'A'}, {'geo': 'CN', 'ip': '119.188.139.148', 'type': 'A'}, {'geo': 'CN', 'ip': '119.188.139.100', 'type': 'A'}, {'geo': 'CN', 'ip': '61.240.135.48', 'type': 'A'}, {'geo': 'CN', 'ip': '61.240.135.14', 'type': 'A'}, {'geo': 'CN', 'ip': '182.118.77.70', 'type': 'A'}, {'geo': 'CN', 'ip': '182.118.77.67', 'type': 'A'}]",0,"[{'mxhost': '163mx02.mxmail.netease.com', 'ips': [{'geo': 'CN', 'ip': '220.181.14.148', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.147', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.146', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.145', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.144', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.155', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.154', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.150', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.149', 'type': 'A'}]}, {'mxhost': '163mx03.mxmail.netease.com', 'ips': [{'geo': 'CN', 'ip': '220.181.14.157', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.156', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.164', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.163', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.162', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.161', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.160', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.159', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.158', 'type': 'A'}]}, {'mxhost': '163mx00.mxmail.netease.com', 'ips': [{'geo': 'CN', 'ip': '123.125.50.140', 'type': 'A'}, {'geo': 'CN', 'ip': '123.125.50.139', 'type': 'A'}]}, {'mxhost': '163mx01.mxmail.netease.com', 'ips': [{'geo': 'CN', 'ip': '220.181.14.143', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.142', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.141', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.140', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.139', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.138', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.137', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.136', 'type': 'A'}, {'geo': 'CN', 'ip': '220.181.14.135', 'type': 'A'}]}]",4,1,/xf,3,['xf'],80,,163.com,http,com,http://ts.house.163.com/xf,26,0,0,0,0,0,0,0,0,0
1954,6399,80,1755,"['static', 'olark', 'com']",js,,static.olark.com,16,"[{'geo': 'US', 'ip': '72.21.91.42', 'type': 'A'}]",0,"[{'mxhost': 'ASPMX2.GOOGLEMAIL.com', 'ips': [{'geo': 'US', 'ip': '74.125.142.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'ASPMX3.GOOGLEMAIL.com', 'ips': [{'geo': 'US', 'ip': '74.125.137.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c01:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'ASPMX.L.GOOGLE.com', 'ips': [{'geo': 'US', 'ip': '74.125.129.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400e:c03:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'ALT1.ASPMX.L.GOOGLE.com', 'ips': [{'geo': 'US', 'ip': '74.125.142.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'ALT2.ASPMX.L.GOOGLE.com', 'ips': [{'geo': 'US', 'ip': '74.125.137.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c01:0:0:0:1a', 'type': 'AAAA'}]}]",3,2,/jsclient/loader0.js,20,"['jsclient', 'loader0.js']",80,,olark.com,http,com,http://static.olark.com/jsclient/loader0.js,43,0,0,0,0,0,0,0,0,0
